fname,lname,phone,checkin,checkout,chekout,roomid,roomstatus,roomtype,roomprice,roombed
Morrie,Forbes,550 582 8631,06/10/2023,12/05/2023,false,885,true,L,$4.55,885
Eimile,Magee,148 421 2762,02/26/2023,12/05/2023,false,886,false,XL,$4.67,886
Albertine,Doud,887 582 4588,02/28/2023,12/05/2023,true,887,true,2XL,$7.77,887
Fabe,Oaten,580 714 0946,03/09/2023,12/05/2023,false,888,false,XS,$0.76,888
Shannah,Moscon,560 886 0935,05/18/2023,12/05/2023,true,889,false,XL,$4.33,889
Emmie,Britcher,300 261 5529,03/14/2023,12/05/2023,true,890,true,2XL,$3.78,890
Juan,Duffet,978 715 7616,06/08/2023,12/05/2023,false,891,true,2XL,$7.78,891
Hamilton,Flewitt,535 608 1566,03/12/2023,12/05/2023,true,892,true,L,$8.53,892
Florinda,Andrieux,409 139 4489,01/07/2023,12/05/2023,false,893,true,M,$0.23,893
Lenci,Sach,731 774 8991,09/06/2023,12/05/2023,true,894,false,XL,$0.35,894
Jude,Comberbeach,236 362 0054,11/04/2023,12/05/2023,false,895,true,XL,$8.26,895
Gertruda,Clerc,952 773 1670,04/30/2023,12/05/2023,true,896,true,M,$6.68,896
Randy,Dorcey,717 137 1291,09/12/2023,12/05/2023,true,897,false,L,$8.58,897
Far,Croft,508 306 2654,10/28/2023,12/05/2023,true,898,false,M,$7.25,898
Aimil,Kineton,742 805 5348,08/12/2023,12/05/2023,false,899,true,XL,$3.73,899
Jayme,Voice,275 392 3513,12/12/2022,12/05/2023,false,900,false,3XL,$5.19,900
Annice,Loveridge,828 777 5859,06/10/2023,12/05/2023,true,901,true,M,$7.74,901
Bevin,Kristof,728 962 2151,10/19/2023,12/05/2023,true,902,true,S,$6.93,902
Aldous,Retallick,575 971 3273,09/12/2023,12/05/2023,true,903,true,XL,$1.41,903
Port,O'Hartagan,231 268 4750,06/25/2023,12/05/2023,true,904,false,XS,$3.19,904
Alia,Wretham,771 862 9474,02/06/2023,12/05/2023,true,905,true,S,$2.01,905
Dionis,Loukes,790 843 6135,01/14/2023,12/05/2023,false,906,true,XL,$3.92,906
Trix,Trunks,239 763 4312,01/06/2023,12/05/2023,true,907,false,L,$7.75,907
Artair,Lovitt,536 159 4548,07/11/2023,12/05/2023,false,908,false,S,$1.66,908
Clovis,Napolione,597 203 2720,06/20/2023,12/05/2023,false,909,false,XL,$4.70,909
Roseanna,Vine,871 214 5324,01/05/2023,12/05/2023,false,910,true,3XL,$1.84,910
Godfry,Kienlein,181 558 4286,03/18/2023,12/05/2023,true,911,true,XS,$3.68,911
Cathie,Chaffen,817 863 0955,12/26/2022,12/05/2023,true,912,true,L,$1.43,912
Reinaldo,Gritskov,685 157 9676,03/26/2023,12/05/2023,true,913,false,S,$9.62,913
Nico,Channing,236 694 2405,05/25/2023,12/05/2023,true,914,false,XS,$1.69,914
Cal,Lias,175 272 0492,11/29/2023,12/05/2023,true,915,false,2XL,$3.70,915
Lea,Angrick,439 701 2447,01/19/2023,12/05/2023,false,916,false,XS,$3.08,916
Tucker,Dubbin,865 455 9944,03/04/2023,12/05/2023,true,917,true,XS,$7.84,917
Camel,Francombe,727 727 9277,06/26/2023,12/05/2023,true,918,true,2XL,$8.02,918
Monica,Dulanty,233 389 3730,03/12/2023,12/05/2023,true,919,true,XS,$4.38,919
Amalea,Soldner,870 796 1070,05/16/2023,12/05/2023,false,920,false,2XL,$2.45,920
Felix,Ducker,156 274 6799,04/28/2023,12/05/2023,false,921,true,M,$8.58,921
Georgianna,Passey,433 953 6008,06/22/2023,12/05/2023,false,922,false,XS,$4.44,922
Farris,Rawlison,237 510 5229,10/04/2023,12/05/2023,true,923,false,XL,$8.55,923
Lonnie,Oliva,193 225 0171,04/15/2023,12/05/2023,false,924,true,XS,$2.06,924
Latrina,Kalker,869 340 5789,07/18/2023,12/05/2023,true,925,false,2XL,$8.96,925
Flossi,Nadin,390 816 2199,08/30/2023,12/05/2023,false,926,true,S,$5.35,926
Benjamin,Rizzo,381 352 2876,01/24/2023,12/05/2023,false,927,false,XL,$8.29,927
Sharity,Salman,963 348 5503,09/15/2023,12/05/2023,true,928,false,XS,$8.86,928
Liza,Overal,129 207 3988,09/07/2023,12/05/2023,false,929,true,XS,$0.77,929
Garry,Lujan,985 482 1513,11/11/2023,12/05/2023,false,930,true,S,$0.16,930
Ramon,Battie,498 853 3255,05/12/2023,12/05/2023,false,931,true,3XL,$8.35,931
Eugenius,Barszczewski,896 465 8660,04/20/2023,12/05/2023,false,932,false,S,$6.52,932
Brett,Hellikes,146 960 2793,07/06/2023,12/05/2023,false,933,false,M,$1.67,933
Lezley,McVittie,653 811 6573,11/26/2023,12/05/2023,true,934,true,XS,$5.26,934
Malcolm,Meddemmen,536 897 5569,12/22/2022,12/05/2023,false,935,true,2XL,$2.97,935
Mabelle,Greenhouse,406 989 8361,04/27/2023,12/05/2023,true,936,false,M,$7.14,936
Toddy,Blakeslee,772 142 6664,03/31/2023,12/05/2023,true,937,true,XS,$9.74,937
Valentia,De Benedictis,526 174 8255,02/24/2023,12/05/2023,false,938,false,S,$9.16,938
Turner,Furlong,990 569 3310,10/04/2023,12/05/2023,true,939,true,S,$3.41,939
Kally,Achurch,551 680 2596,09/10/2023,12/05/2023,false,940,false,L,$5.12,940
Reiko,Fordy,673 816 1885,09/28/2023,12/05/2023,true,941,false,S,$7.30,941
Nan,Bunstone,238 222 7300,09/19/2023,12/05/2023,true,942,false,L,$4.65,942
Emmy,Doy,652 473 5309,09/24/2023,12/05/2023,false,943,false,XS,$1.14,943
Melloney,Munro,254 448 4271,06/29/2023,12/05/2023,true,944,false,L,$8.09,944
Wallis,Murrison,814 689 5084,07/04/2023,12/05/2023,true,945,true,XS,$4.65,945
Faye,Sinclair,391 990 3933,03/10/2023,12/05/2023,true,946,true,L,$6.17,946
Kele,Ticehurst,356 228 5146,08/10/2023,12/05/2023,false,947,true,3XL,$6.53,947
Beltran,Offell,168 404 1464,05/29/2023,12/05/2023,false,948,false,2XL,$6.32,948
Fay,Craney,526 813 4916,03/25/2023,12/05/2023,false,949,true,3XL,$6.65,949
Lesya,Cullotey,731 588 7050,01/01/2023,12/05/2023,true,950,true,XL,$1.90,950
Lu,Gorstidge,698 716 2393,05/27/2023,12/05/2023,false,951,true,M,$0.90,951
Yorgos,Ruck,301 450 3681,04/16/2023,12/05/2023,false,952,true,L,$2.00,952
Loy,Ethington,733 979 4595,02/22/2023,12/05/2023,true,953,true,XL,$7.24,953
Carlynne,Izard,718 540 1581,12/21/2022,12/05/2023,true,954,false,XS,$6.86,954
Nobe,Easeman,875 384 5635,09/13/2023,12/05/2023,false,955,false,XS,$5.90,955
Izabel,Burchess,328 463 7885,01/18/2023,12/05/2023,false,956,false,S,$5.25,956
Hedi,Fehners,387 476 8462,03/20/2023,12/05/2023,true,957,false,XL,$1.61,957
Torrence,Dinse,983 727 8495,11/12/2023,12/05/2023,true,958,true,3XL,$4.40,958
Francklyn,Knapper,422 908 5424,09/15/2023,12/05/2023,false,959,true,M,$5.70,959
Dannie,Spybey,727 243 0675,09/21/2023,12/05/2023,true,960,false,L,$3.81,960
Erinn,Arnaldi,410 239 0917,10/24/2023,12/05/2023,true,961,true,2XL,$9.71,961
Nancie,Grzes,393 158 6250,12/14/2022,12/05/2023,true,962,true,S,$2.45,962
Woodie,Serjeant,347 991 6066,04/19/2023,12/05/2023,true,963,true,XL,$3.49,963
Dinah,Jeffes,210 392 5411,01/20/2023,12/05/2023,false,964,true,3XL,$0.71,964
Cristal,Bernardy,319 347 0240,10/27/2023,12/05/2023,true,965,false,XS,$8.30,965
Stephani,Knowlman,553 308 6366,12/07/2022,12/05/2023,false,966,true,XL,$7.24,966
Rosy,Norkett,485 989 0152,06/22/2023,12/05/2023,false,967,true,S,$0.14,967
Emilio,Blabey,831 382 5971,07/28/2023,12/05/2023,true,968,false,3XL,$1.93,968
Tate,Wyles,763 219 5337,05/23/2023,12/05/2023,true,969,true,3XL,$4.01,969
Jenine,Walbridge,197 517 9687,08/22/2023,12/05/2023,true,970,true,2XL,$4.05,970
Sephira,Newton,402 802 6237,07/11/2023,12/05/2023,false,971,true,3XL,$5.81,971
Marnie,Champken,548 244 1400,04/04/2023,12/05/2023,true,972,false,3XL,$9.07,972
Caro,Dwelly,465 884 7978,04/30/2023,12/05/2023,true,973,true,3XL,$7.01,973
Starla,Milkin,246 523 7357,05/06/2023,12/05/2023,false,974,true,S,$1.43,974
Ambur,Harkins,363 552 5978,09/20/2023,12/05/2023,true,975,false,3XL,$5.83,975
Gilda,Canadas,459 627 4305,12/13/2022,12/05/2023,false,976,false,S,$3.28,976
Prescott,Dunklee,714 194 8499,12/17/2022,12/05/2023,false,977,true,XL,$1.27,977
Gweneth,Hayball,106 136 0708,05/16/2023,12/05/2023,false,978,true,XL,$8.38,978
Erina,Nanetti,990 935 6366,06/12/2023,12/05/2023,false,979,false,2XL,$5.72,979
Willem,Carrell,488 418 5634,11/19/2023,12/05/2023,false,980,true,XS,$0.97,980
Amandie,Winkless,371 433 8646,04/08/2023,12/05/2023,false,981,true,S,$0.76,981
Magdaia,Deeson,136 543 7190,02/13/2023,12/05/2023,false,982,true,2XL,$7.73,982
Stavro,Treske,575 563 2814,04/21/2023,12/05/2023,true,983,false,M,$7.63,983
Mickey,Cobden,545 104 2567,12/28/2022,12/05/2023,true,984,false,XL,$0.01,984
Christophorus,Ferrari,175 565 8533,05/08/2023,12/05/2023,true,985,false,XS,$5.30,985
Conchita,Prandini,318 826 3998,04/09/2023,12/05/2023,true,986,true,S,$7.31,986
Reagen,Neubigin,317 493 2955,10/02/2023,12/05/2023,true,987,false,XS,$4.63,987
Ignazio,Edwinson,286 399 0366,10/22/2023,12/05/2023,false,988,true,XS,$0.86,988
Corrina,Gayden,225 393 4037,11/09/2023,12/05/2023,true,989,true,M,$5.29,989
Ally,Froom,990 565 6244,04/15/2023,12/05/2023,true,990,true,L,$3.31,990
Oberon,Peatt,752 396 0478,07/03/2023,12/05/2023,true,991,true,M,$5.04,991
Romy,Luty,844 912 9214,04/04/2023,12/05/2023,false,992,false,M,$2.51,992
Dilly,Stringer,635 118 7103,10/21/2023,12/05/2023,true,993,true,S,$0.22,993
Aldo,De Pietri,330 852 2399,03/15/2023,12/05/2023,true,994,true,M,$4.60,994
Bertine,Farington,617 545 4959,10/18/2023,12/05/2023,true,995,true,S,$1.87,995
Bessy,Albin,183 313 1626,08/31/2023,12/05/2023,true,996,true,XL,$8.80,996
Michaella,Pyford,312 321 6115,08/28/2023,12/05/2023,true,997,true,3XL,$7.77,997
Page,Magner,245 262 7497,07/29/2023,12/05/2023,false,998,false,XL,$2.46,998
Gail,Flarity,436 339 8253,07/10/2023,12/05/2023,false,999,false,S,$9.40,999
Angela,Dunlea,336 641 0391,08/11/2023,12/05/2023,false,1000,false,L,$6.02,1000
